message_time,sender_id,recipient_id,message,ip,image,mid,ad_id
"2026-03-14T15:08:57.055Z

",1087524481100135,25750501607971715,مساء الخير يا فندم,172.20.0.3,,,
"2026-03-14T15:08:59.042Z

",1087524481100135,25750501607971715,"بمناسبة العيد عندنا خصومات تصل إلى 60٪ 
البنطلون سعره 1100
مقاسات من 30 ل 38",172.20.0.3,,,
"2026-03-14T15:09:35.022Z

",1087524481100135,26581949801397121,مساء الخير يا فندم,172.20.0.3,,,
"2026-03-14T15:09:36.905Z

",1087524481100135,26581949801397121,"بمناسبة العيد عندنا خصومات تصل إلى 60٪ 
البنطلون سعره 1100
مقاسات من 30 ل 38",172.20.0.3,,,
"2026-03-14T15:09:48.158Z

",1087524481100135,26461223403495844,مساء الخير يا فندم,172.20.0.3,,,
"2026-03-14T15:09:56.720Z

",26103153752707898,1087524481100135,وعايز فيديو لي,172.20.0.3,,,
"2026-03-14T15:10:14.251Z

",1087524481100135,26461223403495844,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t1.15752-9/646760298_910385038497460_3251450339540230703_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=eb2e90&_nc_ohc=CCMo_qp9r1kQ7kNvwEe_h1K&_nc_oc=Adn07oj8QZVE5lH_YTjYSHeHCXa9x65-25G_imfOlW1U4XH59ODfNJ20H097G_4xY71UFRe0c76vkaedsK-mEXbc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.xx&_nc_ss=8&oh=03_Q7cD4wFY5ZUnX1_Jt4GCMA9RRYGvldbsZ7HulQ2pPqbgrOpJfg&oe=69DCF62D,,
"2026-03-14T15:10:41.408Z

",26644760378461406,1087524481100135,البنطلون الجينز اللى فى خيوط في الجيب,172.20.0.3,,,
"2026-03-14T15:10:55.044Z

",1087524481100135,26103153752707898,فيديو ل اني موديل,172.20.0.3,,,
"2026-03-14T15:11:16.344Z

",26103153752707898,1087524481100135,.,172.20.0.3,,,
"2026-03-14T15:11:32.937Z

",1087524481100135,26644760378461406,"بمناسبة العيد عندنا خصومات تصل إلى 60٪ 
البنطلون سعره 1100
مقاسات من 30 ل 38",172.20.0.3,,,
"2026-03-14T15:11:54.662Z

",26103153752707898,1087524481100135,عشان هو نازل منوا ضرب كتير,172.20.0.3,,,
"2026-03-14T15:12:20.511Z

",26644760378461406,1087524481100135,"رقم الموبايل 
العنوان",172.20.0.3,,,
"2026-03-14T15:12:27.287Z

",1087524481100135,26103153752707898,لا متقلقش يا فندم دا مستورد,172.20.0.3,,,
"2026-03-14T15:12:34.984Z

",1087524481100135,26103153752707898,هبعت لحضرتك فيديو حالا,172.20.0.3,,,
"2026-03-14T15:12:38.673Z

",26644760378461406,1087524481100135,الالوان المتوفره,172.20.0.3,,,
"2026-03-14T15:13:04.237Z

",26103153752707898,1087524481100135,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t39.1997-6/39178562_1505197616293642_5411344281094848512_n.png?stp=cp0_dst-jpg_tt6&_nc_cat=1&ccb=1-7&_nc_sid=8de5d8&_nc_ohc=ZP_xMCioajUQ7kNvwHARu5H&_nc_oc=Adlu0GPREBEma4soNUwLPZdwrDc0xdcngLCTBOz76Lxor0SjZBJfaeE72amc9-wUG8GxUEui8tMXYagONB2sQpCl&_nc_ad=z-m&_nc_cid=0&_nc_zt=26&_nc_ht=scontent.xx&_nc_gid=iOjD9pS1VENR4HF_RJSTuA&_nc_ss=8&oh=00_AfzD9D26C69e2nGx66MgNZeVnHwdU9dNCLIW32xX54T-4w&oe=69BB61CB,,
"2026-03-14T15:13:04.834Z

",1087524481100135,26103153752707898,https://www.instagram.com/reel/DVxAOuyCM2G/?igsh=YTk5NmUwNTlkZWcz,172.20.0.3,https://www.instagram.com/reel/DVxAOuyCM2G/,,
"2026-03-14T15:13:13.180Z

",26080372241590332,1087524481100135,How long is the discount valid?,172.20.0.3,,,
"2026-03-14T15:13:16.414Z

",1087524481100135,26103153752707898,دا فيديو للبنطلون,172.20.0.3,,,
"2026-03-14T15:13:41.050Z

",1087524481100135,26644760378461406,اونلاين بس يا فندم,172.20.0.3,,,
"2026-03-14T15:13:55.388Z

",1087524481100135,26644760378461406,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t1.15752-9/646760298_910385038497460_3251450339540230703_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=eb2e90&_nc_ohc=CCMo_qp9r1kQ7kNvwGrVz3i&_nc_oc=AdkG2LuZKKzFF4iqaGL6upF0nAwgsZuvKC_78W0DXnhm8PgXDfWVrh2Xgdf7GQgf8xrgJiHm70eeIbXSYC9_V0Zo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.xx&_nc_ss=8&oh=03_Q7cD4wGmuUuKV47ESQ5LGUB9c8ZPPfL3p85JMZNtn0AoaP2pdQ&oe=69DCF62D,,
"2026-03-14T15:14:12.463Z

",1087524481100135,26080372241590332,مساء الخير يا فندم,172.20.0.3,,,
"2026-03-14T15:14:19.761Z

",1087524481100135,26080372241590332,استفسار حضرتك عن اني موديل؟,172.20.0.3,,,
"2026-03-14T15:14:57.261Z

",26080372241590332,1087524481100135,كم السعر,172.20.0.3,,,
"2026-03-14T15:15:57.274Z

",1087524481100135,26080372241590332,"بمناسبة العيد عندنا خصومات تصل إلى 60٪ 
البنطلون سعره 1100
مقاسات من 30 ل 38",172.20.0.3,,,
"2026-03-14T15:25:53.648Z

",26776190771986895,1087524481100135,What's on sale?,172.20.0.3,,,
"2026-03-14T15:29:02.634Z

",25890789903957232,1087524481100135,What's on sale?,172.20.0.3,,,
"2026-03-14T15:39:31.032Z

",26406513342316777,1087524481100135,بكام السعر,172.20.0.3,,,
"2026-03-14T15:46:40.987Z

",26451553481145412,1087524481100135,How long does shipping take?,172.20.0.3,,,
"2026-03-14T15:46:54.850Z

",26451553481145412,1087524481100135,سعر البنطلون,172.20.0.3,,,
"2026-03-14T16:00:33.468Z

",26503969549197731,1087524481100135,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t1.15752-9/647524945_957554266782213_572460365657857167_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=eb2e90&_nc_ohc=9GJ54njRrrYQ7kNvwGTEjo_&_nc_oc=Admau1kyDUCHzM8vvkjHCUJOz9jJzKIqmvJzUPt-UABfRiA6iDhCz7OvLs4Yym5fKYuJIMBjtAMJBh5iBisf1vwY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.xx&_nc_ss=8&oh=03_Q7cD4wFZP46dmVUgSG01jFoh6UmcI5E7jkYaH9PKH4lltMpNIA&oe=69DCF930,,
"2026-03-14T16:00:35.380Z

",26503969549197731,1087524481100135,بكام,172.20.0.3,,,
"2026-03-14T16:08:01.046Z

",25997380739872508,1087524481100135,بكم سعر,172.20.0.3,,,
"2026-03-14T16:26:14.153Z

",26035597902800843,1087524481100135,How long is the discount valid?,172.20.0.3,,,
"2026-03-14T16:28:49.311Z

",27174366828818210,1087524481100135,What's on sale?,172.20.0.3,,,
"2026-03-14T16:30:39.394Z

",1087524481100135,27174366828818210,1100,172.20.0.3,,,
"2026-03-14T16:31:10.031Z

",1087524481100135,27174366828818210,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:31:21.326Z

",1087524481100135,26035597902800843,1100,172.20.0.3,,,
"2026-03-14T16:31:31.351Z

",1087524481100135,25997380739872508,1100,172.20.0.3,,,
"2026-03-14T16:31:47.953Z

",1087524481100135,25997380739872508,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:31:58.305Z

",1087524481100135,26503969549197731,1100,172.20.0.3,,,
"2026-03-14T16:32:22.726Z

",26503969549197731,1087524481100135,في مقاسات كبيره,172.20.0.3,,,
"2026-03-14T16:32:26.384Z

",1087524481100135,26503969549197731,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:32:36.884Z

",1087524481100135,26503969549197731,اكبر مقاس 38,172.20.0.3,,,
"2026-03-14T16:32:44.529Z

",26503969549197731,1087524481100135,دا يلبس اد اي وزن,172.20.0.3,,,
"2026-03-14T16:35:46.881Z

",1087524481100135,26503969549197731,من 85 ل 100,172.20.0.3,,,
"2026-03-14T16:36:15.563Z

",1087524481100135,26483348181260117,1100,172.20.0.3,,,
"2026-03-14T16:36:17.334Z

",1087524481100135,26483348181260117,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:36:45.761Z

",1087524481100135,26451553481145412,1100,172.20.0.3,,,
"2026-03-14T16:36:47.548Z

",1087524481100135,26451553481145412,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:36:59.538Z

",1087524481100135,26406513342316777,انهي بنطلون يفندم,172.20.0.3,,,
"2026-03-14T16:37:32.170Z

",26406513342316777,1087524481100135,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t1.15752-9/650964413_909375788476469_9032050061378456632_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=eb2e90&_nc_ohc=NgSlVDdZ1AwQ7kNvwG9o6n0&_nc_oc=AdnWQEnZ6IFdCmLr6xRLzgkWFfIGqu0c5ePlCAojQLbSXfp-YVGr7gXZ9_iuhPr00mmwFHdxWzKIzszSNXCrNwle&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.xx&_nc_ss=8&oh=03_Q7cD4wH0ABWlK9PVWxPfb27rg3muc8nObrBM3rsSvKayv0uSrg&oe=69DD0F75,,
"2026-03-14T16:38:16.140Z

",1087524481100135,25890789903957232,1100,172.20.0.3,,,
"2026-03-14T16:38:19.544Z

",1087524481100135,25890789903957232,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:39:00.310Z

",1087524481100135,26776190771986895,750,172.20.0.3,,,
"2026-03-14T16:39:03.518Z

",1087524481100135,26776190771986895,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:39:16.868Z

",1087524481100135,26406513342316777,1100,172.20.0.3,,,
"2026-03-14T16:39:20.005Z

",1087524481100135,26406513342316777,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:39:57.617Z

",1087524481100135,26123130800669372,مش متاح ليكرا,172.20.0.3,,,
"2026-03-14T16:44:27.484Z

",25960489760301404,1087524481100135,Can I get a promo code?,172.20.0.3,,,
"2026-03-14T16:46:39.838Z

",1087524481100135,25960489760301404,1100,172.20.0.3,,,
"2026-03-14T16:46:44.993Z

",1087524481100135,25960489760301404,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:47:28.280Z

",25612466965097950,1087524481100135,What's on sale?,172.20.0.3,,,
"2026-03-14T16:48:54.681Z

",1087524481100135,25612466965097950,1100,172.20.0.3,,,
"2026-03-14T16:48:57.058Z

",1087524481100135,25612466965097950,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T16:57:02.826Z

",26008021092194845,1087524481100135,بكام,172.20.0.3,,,
"2026-03-14T17:02:22.460Z

",1087524481100135,26008021092194845,1100,172.20.0.3,,,
"2026-03-14T17:02:25.189Z

",1087524481100135,26008021092194845,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T17:43:22.269Z

",26581949801397121,1087524481100135,السعر كم,172.20.0.3,,,
"2026-03-14T17:44:41.860Z

",1087524481100135,26581949801397121,750,172.20.0.3,,,
"2026-03-14T17:44:50.567Z

",1087524481100135,26581949801397121,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T17:46:05.764Z

",25937054865966477,1087524481100135,الوان مقاس 32,172.20.0.3,,,
"2026-03-14T17:46:07.074Z

",25937054865966477,1087524481100135,والسعر,172.20.0.3,,,
"2026-03-14T17:47:16.434Z

",1087524481100135,25937054865966477,اسود و ازرق غامق و تلجي و رمادي,172.20.0.3,,,
"2026-03-14T17:47:21.732Z

",1087524481100135,25937054865966477,ب 1100,172.20.0.3,,,
"2026-03-14T17:47:30.517Z

",1087524481100135,25937054865966477,متاح 32,172.20.0.3,,,
"2026-03-14T17:47:34.079Z

",1087524481100135,25937054865966477,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T18:13:54.254Z

",26004444372582386,1087524481100135,Hm,172.20.0.3,,,
"2026-03-14T18:17:52.859Z

",25827845623582306,1087524481100135,Can I get a promo code?,172.20.0.3,,,
"2026-03-14T18:21:12.362Z

",1087524481100135,26004444372582386,1100,172.20.0.3,,,
"2026-03-14T18:21:17.361Z

",1087524481100135,26004444372582386,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T18:21:26.573Z

",1087524481100135,25827845623582306,1100,172.20.0.3,,,
"2026-03-14T18:21:29.271Z

",1087524481100135,25827845623582306,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T18:21:47.070Z

",26004444372582386,1087524481100135,ابعتلي الالوان والاشكال,172.20.0.3,,,
"2026-03-14T18:23:09.275Z

",1087524481100135,26004444372582386,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t1.15752-9/648267673_1235794635333103_2189684726043045783_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=eb2e90&_nc_ohc=ISPAABEv04QQ7kNvwHBJgKd&_nc_oc=AdmlBWvjXAqb_nmJtEbtzXZIaJtSeM1EDzW9FKAMP2Eq97EFgC9yLBAgJSYw72vn3Z9-TFT3zdF0SxRtHd3C1JSE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.xx&_nc_ss=8&oh=03_Q7cD4wFw-KONx2GTf9Z0OoruVbVlrQuWX_KjTlEjZGvSXFH5nQ&oe=69DD2A6C,,
"2026-03-14T18:23:49.810Z

",26062720860051397,1087524481100135,What's on sale?,172.20.0.3,,,
"2026-03-14T18:23:49.851Z

",26062720860051397,1087524481100135,Can I get a promo code?,172.20.0.3,,,
"2026-03-14T18:26:07.039Z

",34266222333025536,1087524481100135,What's on sale?,172.20.0.3,,,
"2026-03-14T18:37:10.312Z

",26368988636069403,1087524481100135,How long is the discount valid?,172.20.0.3,,,
"2026-03-14T18:37:41.324Z

",26368988636069403,1087524481100135,ممكن الوان,172.20.0.3,,,
"2026-03-14T18:47:57.511Z

",25235335052809633,1087524481100135,بكام,172.20.0.3,,,
"2026-03-14T18:48:06.903Z

",25235335052809633,1087524481100135,Can I get a promo code?,172.20.0.3,,,
"2026-03-14T18:56:31.575Z

",26576296068622797,1087524481100135,مرحبًا 👋,172.20.0.3,,,
"2026-03-14T19:06:05.719Z

",1087524481100135,26062720860051397,1100,172.20.0.3,,,
"2026-03-14T19:06:10.449Z

",1087524481100135,26062720860051397,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T19:06:28.369Z

",1087524481100135,34266222333025536,1100,172.20.0.3,,,
"2026-03-14T19:06:30.824Z

",1087524481100135,34266222333025536,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T19:06:41.718Z

",1087524481100135,26368988636069403,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t1.15752-9/648267673_1235794635333103_2189684726043045783_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=eb2e90&_nc_ohc=ISPAABEv04QQ7kNvwHmkfDV&_nc_oc=AdnmY9hzsxBWQwnqIwMeMzzgcrl1V_iC51AoZrqi-5UryK0eIKFbxUc6F4b9fxtI9ELlKHRO199fKLKoFRtDfxcS&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.xx&_nc_ss=8&oh=03_Q7cD4wGflAjrLJ6in5hy_edVb1_ll-2hDssJYid2EZ-wxQyxWA&oe=69DD2A6C,,
"2026-03-14T19:08:02.855Z

",1087524481100135,25235335052809633,750,172.20.0.3,,,
"2026-03-14T19:08:06.944Z

",1087524481100135,25235335052809633,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T19:08:18.269Z

",1087524481100135,26576296068622797,انهي موديل,172.20.0.3,,,
"2026-03-14T19:09:54.819Z

",26576296068622797,1087524481100135,ممكن صوره منه,172.20.0.3,,,
"2026-03-14T19:10:05.538Z

",26368988636069403,1087524481100135,سعر كم,172.20.0.3,,,
"2026-03-14T19:10:26.165Z

",1087524481100135,26576296068622797,,172.20.0.3,https://scontent.xx.fbcdn.net/v/t1.15752-9/648267673_1235794635333103_2189684726043045783_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=eb2e90&_nc_ohc=ISPAABEv04QQ7kNvwHGDPp-&_nc_oc=AdnElr5le5E_sLk-bg1IY1YiPk7O6QfcrNys2RDLCw54J6HRQpcRNFSkMnBEyVgxJWcdv1zmCnlB9pJaUUc5h6yN&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.xx&_nc_ss=8&oh=03_Q7cD4wEr9J09wLycVGsCnfXFw4DVbZrHc6qrVxi3GKajx2atIw&oe=69DD2A6C,,
"2026-03-14T19:10:32.000Z

",1087524481100135,26368988636069403,1100,172.20.0.3,,,
"2026-03-14T19:10:42.454Z

",1087524481100135,26368988636069403,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T19:24:29.153Z

",34398261893122511,1087524481100135,Can I get a promo code?,172.20.0.3,,,
"2026-03-14T19:24:38.262Z

",34398261893122511,1087524481100135,بكك,172.20.0.3,,,
"2026-03-14T19:25:49.253Z

",26576296068622797,1087524481100135,الواحد بكم,172.20.0.3,,,
"2026-03-14T19:26:27.678Z

",1087524481100135,34398261893122511,1100,172.20.0.3,,,
"2026-03-14T19:26:31.991Z

",1087524481100135,34398261893122511,حضرتك لو حابب تعمل اوردر تقدر تسيب العنوان و رقم الموبيل,172.20.0.3,,,
"2026-03-14T19:28:07.701Z

",26576296068622797,1087524481100135,الو,172.20.0.3,,,
"2026-03-14T19:28:37.735Z

",1087524481100135,26576296068622797,1100,172.20.0.3,,,
"2026-03-14T19:29:11.888Z

",26576296068622797,1087524481100135,واحد بس,172.20.0.3,,,
"2026-03-14T19:30:00.086Z

",1087524481100135,26576296068622797,مظبوط,172.20.0.3,,,
"2026-03-14T19:30:22.093Z

",26576296068622797,1087524481100135,و2,172.20.0.3,,,
"2026-03-14T19:30:25.291Z

",26576296068622797,1087524481100135,بكم,172.20.0.3,,,
"2026-03-14T19:30:54.671Z

",1087524481100135,26576296068622797,2200,172.20.0.3,,,
